"R0000100","R0002200","R0002300","R0543940","R0547525","R0547530","R0548100","R0549500","R0549800","R0552300","R0552400","R0554900","R0590520"
464,16,1,12,2,1,1,0,-4,567,82,0,446
465,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
466,21,1,-5,2,0,1,0,-4,726,385,-4,-4
467,18,1,16,2,0,1,0,-4,807,394,0,916
468,24,1,12,2,0,1,0,-4,156,685,1,756
469,24,2,9,3,0,1,0,-4,247,492,1,481
470,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
471,18,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
472,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
473,24,2,9,3,0,5,0,-4,247,721,1,613
474,15,1,17,3,0,6,0,-4,658,160,-4,-4
475,18,2,10,2,0,1,0,-4,609,775,1,734
476,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
477,15,1,12,3,0,1,0,-4,416,510,1,700
478,16,1,12,3,0,1,0,-4,618,715,1,702
479,24,1,13,2,0,4,0,13,926,853,1,692
480,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
481,19,1,14,2,0,1,0,15,286,290,0,913
482,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
483,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
484,21,1,10,2,0,1,0,-4,999,411,1,1205
485,14,1,16,2,0,1,0,-4,876,183,1,481
486,15,1,12,2,0,1,0,-4,276,643,1,425
487,14,1,16,2,0,1,0,-4,136,685,1,1000
488,14,1,16,2,0,1,0,-4,578,290,0,855
489,14,1,12,2,0,1,0,-4,258,343,1,611
490,19,1,12,2,0,1,0,-4,536,161,0,625
491,14,1,13,2,0,1,0,-4,619,472,0,400
492,16,1,3,1,0,1,0,-4,659,835,-4,-4
493,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
494,23,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5
495,24,1,18,2,0,1,0,-4,869,105,-4,-4
496,23,1,14,2,0,1,0,-4,689,494,-4,-4
497,16,1,12,1,0,6,0,-4,868,350,1,381
498,14,1,12,3,0,6,0,12,876,830,0,310
499,16,1,12,2,0,1,0,-4,287,492,0,889
500,15,1,12,3,0,4,0,-4,926,964,1,409
501,19,1,12,3,0,1,0,-4,258,775,0,800
502,18,1,13,2,0,1,0,-4,287,421,0,938
503,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
504,18,1,12,2,0,5,0,-4,287,370,0,813
505,14,1,17,1,0,1,0,16,287,643,0,644
506,22,1,12,2,0,1,0,-4,287,775,0,1202
507,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
508,18,1,12,2,0,6,0,-4,287,985,0,721
509,15,1,14,2,0,1,0,-4,636,675,1,780
510,21,1,12,3,0,1,0,-4,509,715,-4,-4
511,15,1,14,3,0,1,0,-4,16,200,-4,-4
512,17,1,17,2,0,1,0,18,268,21,0,806
513,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
514,18,1,12,1,0,1,0,-4,569,72,0,838
515,15,1,12,1,0,6,0,-4,247,775,-4,440
516,14,1,12,1,0,1,0,-4,808,472,1,-4
517,24,1,9,1,0,1,0,-4,258,452,1,850
518,15,1,12,2,1,1,0,-4,196,421,0,600
519,14,1,12,2,1,1,0,13,196,525,1,530
520,15,1,9,1,0,1,0,-4,808,472,0,500
521,15,1,12,2,0,6,0,-4,638,383,-4,167
522,16,1,12,2,0,6,0,-4,807,350,-4,300
523,16,1,13,2,0,1,0,-4,416,411,1,930
524,21,1,18,2,0,1,0,-4,716,195,0,1923
525,15,1,16,2,0,6,1,-4,936,21,0,817
526,24,1,16,2,0,1,0,-4,259,290,0,962
527,15,1,12,2,0,1,0,-4,936,853,1,649
528,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
529,19,1,17,-5,-5,-5,-5,-5,-5,-5,-5,-5
530,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
531,18,1,14,1,1,6,0,-4,196,411,-4,-4
532,15,1,12,2,0,1,0,12,429,775,1,521
533,18,1,15,2,0,4,0,-4,308,290,0,755
534,15,1,15,2,0,1,0,-4,538,370,1,989
535,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
536,15,1,12,2,0,1,0,-4,16,200,-4,-4
537,23,1,18,2,0,1,1,-4,876,183,1,793
538,22,1,-4,1,0,1,0,-4,196,290,-4,-4
539,20,1,9,2,0,1,0,-4,409,775,1,906
540,14,2,12,2,0,1,0,-4,308,370,1,538
541,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
542,18,1,18,2,0,6,0,-4,409,0,0,1538
543,21,1,-4,1,0,1,0,-4,648,394,1,962
544,19,1,16,3,0,6,0,-4,879,290,0,875
545,17,1,12,2,0,4,-4,-4,196,491,1,1195
546,19,1,12,1,1,4,0,-4,196,480,0,455
547,17,1,12,2,0,1,0,-4,247,290,0,913
548,14,1,13,2,0,6,0,-4,618,480,0,250
549,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
550,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
551,17,1,17,3,1,1,0,18,867,21,0,817
552,17,1,16,1,0,1,0,-4,868,150,1,600
553,20,1,12,1,0,1,0,-4,807,290,0,625
554,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
555,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
556,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
557,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
558,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
559,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
560,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
561,22,1,13,1,0,1,0,-4,686,451,0,500
562,15,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
563,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
564,14,1,12,3,0,1,0,-4,706,290,0,1106
565,17,1,17,1,0,5,0,-4,658,160,0,1084
566,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
567,19,2,12,1,0,1,0,-4,578,985,1,817
568,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
569,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
570,14,1,15,3,0,1,1,-4,316,650,-4,375
571,18,1,12,1,0,1,0,-4,398,695,1,1286
572,15,1,12,1,0,6,0,-4,506,985,1,813
573,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
574,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
575,17,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
576,16,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
577,17,2,11,1,0,4,0,-4,867,290,1,486
578,15,2,12,1,0,6,0,-4,609,973,-4,568
579,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
580,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
581,17,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
582,15,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
583,17,1,17,1,0,1,0,18,876,35,1,1410
584,16,1,14,1,0,6,0,-4,646,250,0,641
585,24,1,17,-5,-5,-5,-5,-5,-5,-5,-5,-5
586,16,1,12,2,0,1,0,-4,656,290,-4,-4
587,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
588,17,1,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
589,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
590,17,1,11,2,0,1,0,-4,656,290,0,875
591,20,1,12,1,0,1,0,-4,506,370,1,600
592,24,1,12,2,0,1,0,-4,936,721,1,673
593,18,1,18,1,0,6,0,18,876,182,1,748
594,23,1,18,2,0,1,0,-4,867,71,-4,-4
595,20,1,18,1,0,1,0,-4,916,853,1,846
596,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
597,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
598,16,1,16,2,0,1,0,-4,706,0,0,1374
599,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
600,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
601,19,2,12,1,0,1,0,-4,608,370,0,490
602,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
603,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
604,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
605,22,1,12,1,0,1,0,-4,936,853,1,1106
606,16,2,11,1,0,1,0,-4,807,715,1,413
607,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
608,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
609,21,3,11,1,0,1,0,-4,247,775,1,315
610,22,1,-5,1,0,1,0,-4,319,693,1,400
611,24,2,9,1,0,4,0,-4,-4,-4,-4,-4
612,22,1,12,3,0,1,0,-4,656,394,0,692
613,20,1,12,3,0,1,0,-4,196,410,-4,-4
614,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
615,24,1,18,2,0,1,0,-4,849,165,0,1359
616,14,1,16,2,0,1,0,-4,626,394,0,-4
617,18,1,16,2,0,5,0,-4,259,995,-4,-4
618,18,1,16,2,0,1,0,-4,239,290,0,1923
619,15,1,12,2,0,1,0,-4,267,195,0,1000
620,18,1,12,2,0,1,0,-4,636,250,0,-4
621,14,1,12,2,0,1,1,-4,617,394,0,520
622,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
623,18,1,9,1,0,1,0,-4,609,290,-4,463
624,15,1,9,1,0,1,0,-4,609,775,-4,-4
625,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
626,15,2,14,1,0,6,0,-4,259,465,0,500
627,14,2,12,1,0,5,0,-4,248,465,0,436
628,17,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
629,15,1,16,1,0,6,0,-4,539,270,0,-4
630,19,1,18,1,0,4,0,-4,897,290,0,962
631,14,1,-5,1,0,6,0,-4,609,985,0,500
632,17,1,14,2,0,6,0,-4,659,290,0,604
633,14,1,16,3,0,6,0,-4,936,853,0,433
634,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
635,22,1,12,2,0,1,0,15,287,480,0,664
636,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
637,18,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
638,24,1,12,2,0,1,0,-4,676,290,-4,-4
639,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
640,24,1,12,2,0,1,0,-4,509,715,1,946
641,20,1,10,2,0,1,0,-4,507,641,1,857
642,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
643,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
644,21,2,17,2,0,1,0,-4,257,83,0,1250
645,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
646,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
647,22,2,12,1,0,1,0,-4,507,985,1,824
648,24,1,11,1,0,1,0,-4,259,430,0,576
649,22,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
650,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
651,20,1,10,1,0,6,0,-4,879,825,0,563
652,19,1,18,1,0,1,0,-4,869,105,0,5455
653,17,1,18,1,0,6,0,-4,916,270,-4,-4
654,18,1,13,1,0,4,0,-4,846,493,1,900
655,20,1,18,2,0,1,0,-4,916,195,0,928
656,17,1,18,1,0,6,0,-4,888,275,0,529
657,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
658,14,1,18,1,0,6,0,-4,716,105,0,1442
659,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
660,16,1,15,1,0,6,0,-4,936,163,0,563
661,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
662,17,1,17,2,0,6,0,-4,876,184,0,460
663,16,1,14,1,0,6,0,-4,389,84,1,673
664,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
665,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
666,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
667,23,1,11,1,0,6,0,-4,906,340,1,874
668,23,1,12,2,0,1,0,-4,538,453,1,965
669,22,1,12,2,1,1,0,-4,538,290,0,1202
670,24,1,16,2,0,1,0,-4,897,0,-4,-4
671,24,3,18,1,0,1,0,-4,876,43,0,962
672,21,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
673,20,3,18,2,0,1,0,-4,868,162,1,1923
674,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
675,16,1,12,1,0,1,0,-4,726,190,0,1202
676,22,2,17,2,0,6,0,-4,876,40,0,748
677,18,1,17,1,0,4,1,-4,259,83,1,1327
678,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
679,18,1,18,2,0,1,0,-4,16,194,-4,-4
680,17,1,11,2,0,1,0,-4,509,715,1,887
681,16,1,16,3,0,1,0,-4,706,0,0,1106
682,14,1,12,2,0,6,0,-4,607,973,1,508
683,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
684,19,1,17,1,0,1,0,-4,538,290,0,940
685,15,1,15,1,0,1,0,-4,509,715,-4,690
686,21,1,16,2,0,1,0,-4,617,290,-4,-4
687,19,1,18,2,0,1,0,16,619,191,0,1648
688,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
689,23,1,12,1,0,1,0,-4,659,890,1,751
690,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
691,19,1,18,1,0,6,0,-4,936,105,1,1209
692,18,1,16,2,0,1,0,-4,916,154,0,731
693,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
694,14,1,11,1,0,4,0,12,-4,-4,-4,-4
695,20,1,13,2,0,1,0,-4,398,290,-4,-4
696,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
697,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
698,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
699,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
700,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
701,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
702,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
703,15,1,17,1,0,1,1,-4,926,193,1,736
704,18,1,7,1,0,1,0,-4,196,421,0,824
705,24,1,15,2,0,1,0,-4,839,161,-4,-4
706,21,1,12,2,0,1,0,-4,808,290,-4,-4
707,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
708,24,2,12,2,0,1,0,-4,518,471,1,875
709,23,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
710,14,1,12,1,0,1,0,-4,736,262,1,563
711,16,2,11,2,0,6,0,-4,196,495,-4,300
712,15,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
713,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
714,14,1,16,1,0,6,0,-4,868,290,0,900
715,23,1,12,3,0,1,0,-4,936,995,1,962
716,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
717,23,1,12,2,0,1,0,-4,936,853,1,1010
718,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
719,19,1,16,2,0,1,1,-4,906,480,1,769
720,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
721,18,1,12,2,0,1,0,-4,507,641,0,780
722,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
723,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
724,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
725,19,1,15,2,0,1,0,-4,409,394,0,2313
726,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
727,16,1,16,2,0,1,0,-4,936,171,0,877
728,23,1,17,1,0,6,0,-4,846,12,-4,-4
729,16,1,18,2,0,6,0,-4,876,43,0,343
730,14,1,17,1,0,6,0,18,876,195,0,462
731,18,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
732,17,1,16,2,0,1,0,-4,526,301,-4,-4
733,15,1,13,2,0,1,0,-4,259,671,1,525
734,18,1,16,2,0,1,0,-4,409,14,0,1010
735,16,2,16,1,0,4,0,-4,247,154,0,833
736,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
737,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
738,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
739,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
740,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
741,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
742,19,1,18,2,0,1,0,-4,608,394,0,-4
743,21,1,18,1,0,1,0,-4,869,105,-4,-4
744,18,1,18,2,0,1,0,-4,898,173,-4,-4
745,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
746,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
747,15,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
748,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
749,19,2,12,2,0,6,0,-4,807,851,0,265
750,17,2,15,2,0,5,0,-4,868,995,-4,-4
751,23,2,12,2,0,1,0,-4,518,812,1,855
752,21,1,13,1,1,5,0,-4,936,850,1,378
753,18,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
754,14,1,16,2,0,1,1,-4,936,853,0,-4
755,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
756,15,1,12,2,0,6,0,-4,617,290,0,667
757,17,1,17,2,0,1,0,-4,876,170,1,597
758,18,1,15,2,0,1,0,-4,359,394,0,1077
759,14,1,14,2,0,1,0,-4,359,394,0,-4
760,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
761,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
762,22,1,18,2,0,6,0,-4,259,83,0,1538
763,19,1,16,2,0,1,0,-4,888,275,1,697
764,15,1,14,2,0,6,0,-4,196,290,0,1125
765,14,1,16,1,0,1,0,-4,398,0,0,6928
766,23,1,18,1,0,5,0,-4,736,393,0,1603
767,15,1,18,1,0,6,0,-4,869,195,-4,-4
768,15,1,12,2,0,1,0,-4,538,453,1,-4
769,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
770,15,1,16,2,1,1,1,-4,326,290,0,1154
771,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
772,21,1,16,2,0,1,0,-4,618,12,0,1374
773,18,1,12,2,0,1,0,-4,606,394,1,750
774,17,1,13,2,0,1,0,-4,659,825,0,-4
775,14,1,10,2,0,1,0,-4,936,324,1,513
776,17,1,16,2,0,6,0,-4,916,270,0,824
777,16,1,15,1,0,6,0,-4,437,370,0,643
778,19,1,17,2,0,1,0,-4,876,183,1,995
779,15,1,12,2,0,1,0,-4,538,301,1,891
780,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
781,14,1,16,1,0,5,0,18,876,182,1,879
782,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
783,19,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
784,18,1,18,1,0,1,0,-4,517,0,0,1110
785,18,1,17,1,1,4,1,-4,868,150,0,1155
786,16,1,18,1,1,1,0,18,868,162,0,162
787,22,1,16,2,0,1,0,-4,649,394,-4,-4
788,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
789,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
790,14,1,12,1,0,1,0,-4,196,985,1,-4
791,22,1,12,1,0,5,1,-4,538,290,0,855
792,17,1,13,2,0,5,0,13,807,715,1,707
793,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
794,16,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
795,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
796,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
797,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
798,15,2,15,2,0,5,0,-4,906,370,1,875
799,14,2,14,1,0,6,1,-4,876,302,0,-4
800,23,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
801,18,1,16,3,0,1,0,-4,538,370,1,1183
802,22,1,18,2,0,1,0,-4,879,23,0,615
803,14,1,16,2,0,1,0,-4,636,310,1,500
804,24,2,11,1,0,1,0,-4,507,641,1,500
805,16,1,18,1,0,4,0,-4,876,54,0,577
806,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
807,16,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
808,14,1,-5,2,0,6,1,-4,258,643,-4,400
809,17,2,11,1,1,1,0,-4,196,775,0,625
810,24,2,16,2,0,1,0,17,879,171,0,1202
811,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
812,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
813,16,1,18,3,0,1,0,-4,839,104,-4,-4
814,18,1,12,3,0,1,0,-4,207,775,0,800
815,15,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
816,19,1,18,2,0,1,0,-4,869,105,0,1500
817,23,1,16,3,0,1,0,-4,936,270,1,1154
818,21,1,16,1,1,1,0,-4,876,184,1,497
819,24,1,18,2,0,1,0,-4,618,92,0,1239
820,24,1,18,2,0,5,0,-4,409,290,0,1202
821,22,1,14,3,0,1,0,-4,636,290,0,1058
822,18,1,12,1,0,6,0,-4,196,470,0,413
823,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
824,21,1,12,2,0,1,0,-4,569,190,1,988
825,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
826,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
827,18,1,12,2,0,1,0,-4,196,510,1,1563
828,14,1,13,1,0,1,0,15,896,74,0,433
829,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
830,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
831,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
832,14,2,12,2,0,5,0,-4,196,514,0,350
833,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
834,14,1,11,1,0,1,0,-4,509,715,1,500
835,17,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
836,14,1,11,1,0,5,0,-4,538,453,0,1047
837,14,1,12,1,0,6,0,-4,267,775,1,600
838,23,1,14,2,0,1,0,-4,618,394,-4,-4
839,18,1,16,3,0,1,0,-4,618,394,-4,-4
840,17,2,13,1,0,6,0,-4,516,985,-4,490
841,23,1,12,1,0,6,0,-4,576,430,1,769
842,17,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
843,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
844,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
845,14,1,14,2,0,1,0,-4,896,72,0,-4
846,16,1,13,2,0,6,0,-4,916,370,0,500
847,16,1,12,2,0,1,0,-4,619,985,1,800
848,19,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
849,23,1,10,1,0,5,0,-4,659,825,-4,625
850,24,1,12,2,0,1,0,-4,516,775,1,750
851,24,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
852,15,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
853,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
854,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
855,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
856,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
857,14,1,12,2,0,1,0,-4,906,340,1,652
858,23,2,-4,2,0,1,0,-4,906,323,1,983
859,16,1,16,2,0,1,0,-4,286,394,0,-4
860,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
861,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
862,15,1,12,2,0,6,0,-4,636,250,1,500
863,24,1,12,3,0,1,0,-4,268,480,1,783
864,16,1,13,2,0,1,0,-4,259,775,1,450
865,15,1,13,1,0,5,0,-4,258,721,1,715
866,19,1,18,3,0,1,0,-4,869,105,-4,-4
867,18,1,17,1,0,1,0,14,867,290,0,591
868,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
869,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
870,19,1,12,1,0,1,0,12,437,290,0,545
871,18,1,16,2,0,1,1,-4,626,985,1,800
872,16,1,13,2,0,1,0,-4,237,985,1,1005
873,22,1,12,2,0,1,0,-4,209,394,0,917
874,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
875,15,1,14,2,0,1,1,-4,407,21,0,688
876,14,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
877,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
878,15,1,14,2,0,1,0,14,196,775,0,675
879,16,1,12,1,0,1,0,-4,506,430,1,751
880,21,1,16,2,0,1,0,-4,618,290,0,801
881,16,1,12,2,0,1,0,-4,257,473,0,813
882,17,1,12,2,0,1,0,-4,237,430,1,950
883,18,1,12,1,0,1,0,-4,849,411,1,493
884,17,1,12,1,0,6,0,-4,638,545,0,425
885,20,1,12,1,0,1,0,-4,196,421,1,1210
886,16,1,12,1,0,1,0,-4,936,850,1,501
887,20,1,12,2,0,1,0,-4,257,775,1,598
888,17,1,12,1,0,5,0,-4,656,472,1,330
889,18,1,12,1,0,4,0,-4,359,693,0,330
890,24,1,12,1,0,1,0,-4,316,650,-4,-4
891,15,1,12,2,0,1,0,-4,258,715,0,525
892,21,1,18,2,1,1,0,-4,409,154,0,958
893,16,1,14,2,1,1,0,-4,806,14,0,481
894,14,1,14,2,0,6,0,-4,17,103,0,500
895,17,1,12,2,0,1,0,-4,506,721,1,780
896,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
897,15,1,13,3,0,1,0,-4,309,715,0,500
898,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
899,17,1,16,3,0,1,0,-4,237,290,0,769
900,18,1,12,2,0,6,0,-4,659,815,0,200
901,15,1,12,2,0,1,0,12,916,325,0,581
902,19,1,14,2,0,1,0,-4,196,301,0,950
903,19,1,18,2,0,1,0,-4,876,183,1,558
904,16,1,12,3,0,4,0,-4,926,851,1,505
905,23,1,12,2,0,1,0,-4,196,411,1,1170
906,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
907,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
908,18,1,12,2,0,1,0,-4,196,430,0,813
909,22,1,12,1,0,6,0,-4,258,465,1,608
910,16,1,12,2,0,1,0,12,648,650,0,300
911,14,1,10,2,1,1,0,-4,656,472,0,1039
912,21,1,7,2,0,4,0,-4,509,715,0,783
913,20,1,16,2,0,1,0,-4,247,370,0,699
914,18,1,13,3,0,1,0,-4,926,715,1,510
915,23,1,18,2,0,1,0,-4,876,111,1,734
916,18,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
917,21,1,17,2,0,1,1,-4,876,183,1,697
918,17,1,12,3,0,1,0,-4,196,411,-4,-4
919,19,1,12,3,0,1,0,-4,258,775,1,568
920,14,1,15,2,0,1,0,-4,916,165,0,481
921,16,1,9,3,0,1,0,-4,578,985,0,250
